Distrito,Barrio,Sección,Mesa,Censo
18,181,9,B,526
18,181,10,U,699
18,181,11,U,833
18,181,12,A,591
18,181,12,B,549
18,181,13,U,804
18,181,14,A,477
18,181,14,B,522
18,181,15,U,746
18,181,16,U,803
18,181,17,U,797
18,181,18,A,616
18,181,18,B,682
18,181,19,A,605
18,181,19,B,653
18,181,20,A,566
18,181,20,B,572
18,181,21,U,840
18,181,22,U,956
18,181,23,U,905
18,181,24,U,742
18,181,25,A,700
18,181,25,B,638
18,182,26,A,594
18,182,26,B,660
18,182,27,A,648
18,182,27,B,719
18,182,28,A,745
18,182,28,B,790
18,182,29,U,898
18,182,30,U,619
18,182,31,U,861
18,182,32,A,566
18,182,32,B,484
18,182,33,U,979
18,182,34,U,983
18,182,35,U,694
18,182,36,A,525
18,182,36,B,538
18,182,37,U,748
18,182,38,U,746
18,182,39,A,599
18,182,39,B,552
18,182,40,A,912
18,182,40,B,927
18,182,41,U,950
18,181,42,A,709
18,181,42,B,706
18,181,43,A,738
18,181,43,B,729
18,182,44,A,566
18,182,44,B,572
18,181,45,A,731
18,181,45,B,665
18,181,46,U,930
18,183,47,U,896
18,182,48,A,546
18,182,48,B,586
18,183,49,A,623
18,183,49,B,733
18,183,49,C,702
18,183,50,A,872
18,183,50,B,704
18,183,51,A,557
18,183,51,B,522
18,183,52,A,713
18,183,52,B,752
18,183,52,C,745
18,183,53,A,689
18,183,53,B,780
18,183,54,A,917
18,183,54,B,864
18,183,55,A,580
18,183,55,B,628
18,183,56,A,565
18,183,56,B,606
18,183,57,A,796
18,183,57,B,882
18,183,58,A,854
18,183,58,B,856
18,183,59,A,787
18,183,59,B,838
18,183,60,A,971
18,183,60,B,955
18,183,61,A,635
18,183,61,B,808
18,183,61,C,686
18,183,62,A,575
18,183,62,B,676
18,183,63,A,1007
18,183,63,B,887
18,183,64,A,743
18,183,64,B,800
18,183,65,A,879
18,183,65,B,767
18,183,66,A,639
18,183,66,B,662
18,183,67,A,538
18,183,67,B,519
18,183,68,U,870
19,191,1,A,656
19,191,1,B,520
19,191,2,A,887
19,191,2,B,1012
19,191,3,U,594
19,191,4,U,572
19,191,5,A,591
19,191,5,B,562
19,191,6,U,870
19,191,7,U,824
19,191,8,U,866
19,191,9,U,966
19,191,11,U,919
19,191,12,U,712
19,191,14,A,587
19,191,14,B,549
19,191,15,U,754
19,191,16,U,632
19,191,18,U,853
19,191,19,U,697
19,191,20,U,773
19,191,21,U,930
19,191,22,U,733
19,191,23,U,795
19,191,24,U,557
19,191,25,U,766
19,191,26,U,630
19,191,27,U,665
19,191,28,U,910
19,191,29,U,638
19,191,32,A,713
19,191,32,B,755
19,192,33,A,845
19,192,33,B,867
19,192,34,A,667
19,192,34,B,728
19,192,35,A,645
19,192,35,B,687
19,192,36,A,872
19,192,36,B,876
19,192,37,A,863
19,192,37,B,912
19,192,38,A,679
19,192,38,B,764
19,192,39,A,570
19,192,39,B,560
19,193,40,A,766
19,193,40,B,863
19,193,41,A,500
19,193,41,B,533
19,193,42,A,871
19,193,42,B,801
19,192,43,A,515
19,192,43,B,559
19,192,44,A,643
19,192,44,B,672
19,193,45,A,583
19,193,45,B,605
19,193,46,A,629
19,193,46,B,643
19,193,47,A,800
19,193,47,B,844
19,193,48,A,492
19,193,48,B,562
19,193,49,A,673
19,193,49,B,715
19,192,50,U,924
19,193,51,A,639
19,193,51,B,665
19,194,52,A,855
19,194,52,B,1095
19,194,52,C,1035
20,201,1,A,702
20,201,1,B,684
20,201,2,A,555
20,201,2,B,684
20,201,3,U,782
20,201,6,U,676
20,201,7,A,565
20,201,7,B,565
20,201,8,U,898
20,201,9,U,659
20,201,10,U,560
20,201,11,U,543
20,201,12,U,882
20,201,13,U,580
20,201,14,U,515
20,201,15,U,599
20,201,16,U,540
20,201,17,U,752
20,201,18,U,637
20,201,19,U,487
20,201,20,U,583
20,202,21,U,642
20,202,22,U,775
20,202,23,U,668
20,202,24,U,497
20,202,25,U,706
20,202,26,U,993
20,202,27,U,866
20,202,28,U,595
20,202,29,A,511
20,202,29,B,553
20,203,31,U,794
20,203,32,U,629
20,203,33,U,707
20,203,34,U,736
20,203,35,U,736
20,203,36,U,701
20,203,37,U,599
20,203,38,U,514
20,203,39,U,566
20,204,40,U,769
20,204,41,U,743
20,204,42,U,545
20,204,43,U,652
20,204,44,U,794
20,204,46,U,629
20,204,47,A,503
20,204,47,B,501
20,204,48,U,685
20,204,49,U,758
20,204,50,U,682
20,204,51,U,724
20,204,53,A,735
20,204,53,B,682
20,204,55,A,737
20,204,55,B,749
20,204,56,A,479
20,204,56,B,520
20,204,58,U,800
20,204,59,U,582
20,205,62,A,564
20,205,62,B,596
20,205,63,U,984
20,205,64,U,781
20,205,65,A,680
20,205,65,B,751
20,205,66,A,690
20,205,66,B,786
20,205,67,A,869
20,205,67,B,928
20,206,68,A,826
20,206,68,B,874
20,206,69,U,775
20,206,70,U,696
20,206,71,A,616
20,206,71,B,622
20,207,72,A,672
20,207,72,B,617
20,207,73,U,663
20,207,74,U,659
20,207,75,U,690
20,207,76,U,907
20,207,77,A,903
20,207,77,B,835
20,207,78,A,480
20,207,78,B,525
20,207,79,U,888
20,207,80,U,998
20,207,82,A,718
20,207,82,B,660
20,207,83,U,661
20,207,85,A,695
20,207,85,B,615
20,207,86,A,588
20,207,86,B,605
20,207,87,U,773
20,207,88,A,733
20,207,88,B,729
20,207,90,A,486
20,207,90,B,532
20,207,91,U,930
20,207,92,A,615
20,207,92,B,602
20,207,93,U,914
20,208,95,A,510
20,208,95,B,549
20,208,96,U,936
20,208,97,U,785
20,208,98,U,821
20,208,99,A,657
20,208,99,B,739
20,201,100,A,546
20,201,100,B,515
20,207,101,A,547
20,207,101,B,549
20,205,102,A,768
20,205,102,B,798
20,205,103,A,988
20,205,103,B,936
20,205,104,A,943
20,205,104,B,927
20,208,105,A,828
20,208,105,B,790
20,205,106,A,648
20,205,106,B,769
20,205,106,C,689
20,205,107,A,766
20,205,107,B,860
20,208,108,A,644
20,208,108,B,714
20,204,109,A,729
20,204,109,B,795
20,205,110,A,789
20,205,110,B,832
20,204,111,A,689
20,204,111,B,732
20,204,112,A,1019
20,204,112,B,896
20,205,113,A,869
20,205,113,B,794
20,205,114,A,714
20,205,114,B,721
20,205,115,A,827
20,205,115,B,815
20,206,116,A,657
20,206,116,B,566
20,205,117,A,613
20,205,117,B,612
20,201,118,A,623
20,201,118,B,649
20,201,119,A,564
20,201,119,B,596
20,206,120,A,710
20,206,120,B,830
20,206,121,A,993
20,206,121,B,903
20,201,122,A,651
20,201,122,B,572
20,206,123,U,826
20,208,124,A,537
20,208,124,B,552
20,201,125,A,487
20,201,125,B,523
20,206,126,U,931
21,211,1,A,584
21,211,1,B,555
21,211,2,A,638
21,211,2,B,599
21,211,3,U,951
21,211,4,U,934
21,211,5,A,749
21,211,5,B,777
21,211,6,U,984
21,211,7,A,766
21,211,7,B,705
21,211,8,U,552
21,211,9,U,512
21,211,10,A,509
21,211,10,B,507
21,211,11,A,620
21,211,11,B,618
21,211,12,U,732
21,211,13,A,496
21,211,13,B,511
21,211,14,A,861
21,211,14,B,907
21,212,15,A,629
21,212,15,B,603
21,213,17,A,492
21,213,17,B,541
21,213,18,A,536
21,213,18,B,497
21,213,19,U,999
21,213,20,A,677
21,213,20,B,700
21,213,21,U,885
21,214,22,A,600
21,214,22,B,665
21,214,23,U,753
21,215,25,A,540
21,215,25,B,563
21,214,26,A,604
21,214,26,B,677
21,215,27,A,933
21,215,27,B,858
21,214,28,A,612
21,214,28,B,591
21,215,29,A,588
21,215,29,B,555
21,214,30,A,601
21,214,30,B,513
21,214,31,A,899
21,214,31,B,1006
21,215,32,A,586
21,215,32,B,630
21,214,33,A,791
21,214,33,B,866
