"DISTRITO","SECCION","BARRIO","EDAD","HOMBRES","MUJERES"
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 18",9,4
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 19",7,5
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 20",10,16
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 21",10,4
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 22",9,2
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 23",3,8
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 24",9,12
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 25",10,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 26",9,6
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 27",8,6
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 28",11,12
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 29",14,14
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 30",12,13
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 31",13,18
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 32",9,14
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 33",13,11
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 34",16,19
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 35",15,20
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 36",18,16
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 37",13,20
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 38",21,17
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 39",16,9
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 40",18,20
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 41",5,16
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 42",20,11
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 43",15,12
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 44",18,17
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 45",23,15
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 46",12,9
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 47",15,13
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 48",12,9
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 49",13,9
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 50",11,11
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 51",15,9
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 52",7,17
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 53",9,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 54",8,8
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 55",5,6
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 56",6,4
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 57",6,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 58",5,12
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 59",6,9
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 60",2,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 61",7,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 62",4,5
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 63",5,6
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 64",7,4
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 65",4,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 66",9,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 67",3,3
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 68",3,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 69",2,6
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 70",1,11
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 71",6,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 72",10,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 73",7,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 74",6,17
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 75",3,5
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 76",5,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 77",5,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 78",8,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 79",4,9
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 80",10,21
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 81",4,17
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 82",4,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 83",7,7
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 84",6,5
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 85",5,11
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 86",0,5
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 87",3,3
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 88",1,10
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON"," 89",1,2
" 02"," 013","LA PALMILLA-DOCTOR MARA¿ON","90 y más años",10,20
" 02"," 014","LAS AVENIDAS"," 00",4,6
" 02"," 014","LAS AVENIDAS"," 01",2,2
" 02"," 014","LAS AVENIDAS"," 02",7,4
" 02"," 014","LAS AVENIDAS"," 03",1,4
" 02"," 014","LAS AVENIDAS"," 04",4,4
" 02"," 014","LAS AVENIDAS"," 05",3,3
" 02"," 014","LAS AVENIDAS"," 06",1,2
" 02"," 014","LAS AVENIDAS"," 07",5,7
" 02"," 014","LAS AVENIDAS"," 08",3,3
" 02"," 014","LAS AVENIDAS"," 09",2,2
" 02"," 014","LAS AVENIDAS"," 10",5,4
" 02"," 014","LAS AVENIDAS"," 11",2,3
" 02"," 014","LAS AVENIDAS"," 12",1,2
" 02"," 014","LAS AVENIDAS"," 13",1,7
" 02"," 014","LAS AVENIDAS"," 14",4,4
" 02"," 014","LAS AVENIDAS"," 15",2,5
" 02"," 014","LAS AVENIDAS"," 16",5,5
" 02"," 014","LAS AVENIDAS"," 17",3,6
" 02"," 014","LAS AVENIDAS"," 18",5,7
" 02"," 014","LAS AVENIDAS"," 19",6,8
" 02"," 014","LAS AVENIDAS"," 20",2,8
" 02"," 014","LAS AVENIDAS"," 21",2,4
" 02"," 014","LAS AVENIDAS"," 22",3,2
" 02"," 014","LAS AVENIDAS"," 23",6,6
" 02"," 014","LAS AVENIDAS"," 24",3,7
" 02"," 014","LAS AVENIDAS"," 25",5,6
" 02"," 014","LAS AVENIDAS"," 26",6,5
" 02"," 014","LAS AVENIDAS"," 27",1,6
" 02"," 014","LAS AVENIDAS"," 28",3,8
" 02"," 014","LAS AVENIDAS"," 29",10,3
" 02"," 014","LAS AVENIDAS"," 30",10,5
" 02"," 014","LAS AVENIDAS"," 31",4,20
" 02"," 014","LAS AVENIDAS"," 32",10,8
" 02"," 014","LAS AVENIDAS"," 33",7,9
" 02"," 014","LAS AVENIDAS"," 34",7,11
" 02"," 014","LAS AVENIDAS"," 35",10,8
" 02"," 014","LAS AVENIDAS"," 36",10,14
" 02"," 014","LAS AVENIDAS"," 37",7,10
" 02"," 014","LAS AVENIDAS"," 38",11,9
" 02"," 014","LAS AVENIDAS"," 39",10,7
" 02"," 014","LAS AVENIDAS"," 40",8,8
" 02"," 014","LAS AVENIDAS"," 41",4,5
" 02"," 014","LAS AVENIDAS"," 42",5,5
" 02"," 014","LAS AVENIDAS"," 43",10,5
" 02"," 014","LAS AVENIDAS"," 44",7,9
" 02"," 014","LAS AVENIDAS"," 45",4,5
" 02"," 014","LAS AVENIDAS"," 46",5,9
" 02"," 014","LAS AVENIDAS"," 47",5,8
" 02"," 014","LAS AVENIDAS"," 48",7,6
" 02"," 014","LAS AVENIDAS"," 49",6,4
" 02"," 014","LAS AVENIDAS"," 50",11,5
" 02"," 014","LAS AVENIDAS"," 51",6,3
" 02"," 014","LAS AVENIDAS"," 52",8,6
" 02"," 014","LAS AVENIDAS"," 53",3,8
" 02"," 014","LAS AVENIDAS"," 54",6,8
" 02"," 014","LAS AVENIDAS"," 55",4,6
" 02"," 014","LAS AVENIDAS"," 56",3,6
" 02"," 014","LAS AVENIDAS"," 57",2,7
" 02"," 014","LAS AVENIDAS"," 58",6,4
" 02"," 014","LAS AVENIDAS"," 59",7,6
" 02"," 014","LAS AVENIDAS"," 60",1,3
" 02"," 014","LAS AVENIDAS"," 61",3,1
" 02"," 014","LAS AVENIDAS"," 62",4,6
" 02"," 014","LAS AVENIDAS"," 63",3,8
" 02"," 014","LAS AVENIDAS"," 64",3,3
" 02"," 014","LAS AVENIDAS"," 65",3,3
" 02"," 014","LAS AVENIDAS"," 66",3,7
" 02"," 014","LAS AVENIDAS"," 67",3,10
" 02"," 014","LAS AVENIDAS"," 68",5,10
" 02"," 014","LAS AVENIDAS"," 69",4,4
" 02"," 014","LAS AVENIDAS"," 70",6,16
" 02"," 014","LAS AVENIDAS"," 71",4,11
" 02"," 014","LAS AVENIDAS"," 72",5,17
" 02"," 014","LAS AVENIDAS"," 73",5,6
" 02"," 014","LAS AVENIDAS"," 74",8,4
" 02"," 014","LAS AVENIDAS"," 75",5,6
" 02"," 014","LAS AVENIDAS"," 76",7,8
" 02"," 014","LAS AVENIDAS"," 77",7,5
" 02"," 014","LAS AVENIDAS"," 78",6,3
" 02"," 014","LAS AVENIDAS"," 79",6,7
" 02"," 014","LAS AVENIDAS"," 80",4,5
" 02"," 014","LAS AVENIDAS"," 81",2,8
" 02"," 014","LAS AVENIDAS"," 82",4,4
" 02"," 014","LAS AVENIDAS"," 83",1,5
" 02"," 014","LAS AVENIDAS"," 84",1,6
" 02"," 014","LAS AVENIDAS"," 85",1,4
" 02"," 014","LAS AVENIDAS"," 86",1,2
" 02"," 014","LAS AVENIDAS"," 87",2,2
" 02"," 014","LAS AVENIDAS"," 88",0,4
" 02"," 014","LAS AVENIDAS"," 89",2,5
" 02"," 014","LAS AVENIDAS","90 y más años",2,7
" 02"," 015","EL CEREZO"," 00",7,1
" 02"," 015","EL CEREZO"," 01",8,6
" 02"," 015","EL CEREZO"," 02",9,3
" 02"," 015","EL CEREZO"," 03",3,3
" 02"," 015","EL CEREZO"," 04",3,3
" 02"," 015","EL CEREZO"," 05",10,7
" 02"," 015","EL CEREZO"," 06",8,9
" 02"," 015","EL CEREZO"," 07",5,2
" 02"," 015","EL CEREZO"," 08",10,9
" 02"," 015","EL CEREZO"," 09",8,12
" 02"," 015","EL CEREZO"," 10",6,6
" 02"," 015","EL CEREZO"," 11",5,3
" 02"," 015","EL CEREZO"," 12",8,6
" 02"," 015","EL CEREZO"," 13",4,4
" 02"," 015","EL CEREZO"," 14",2,6
" 02"," 015","EL CEREZO"," 15",5,5
" 02"," 015","EL CEREZO"," 16",5,6
" 02"," 015","EL CEREZO"," 17",8,1
" 02"," 015","EL CEREZO"," 18",5,4
" 02"," 015","EL CEREZO"," 19",11,3
" 02"," 015","EL CEREZO"," 20",3,2
" 02"," 015","EL CEREZO"," 21",4,7
" 02"," 015","EL CEREZO"," 22",10,5
" 02"," 015","EL CEREZO"," 23",8,5
" 02"," 015","EL CEREZO"," 24",5,14
" 02"," 015","EL CEREZO"," 25",8,9
" 02"," 015","EL CEREZO"," 26",7,3
" 02"," 015","EL CEREZO"," 27",8,9
" 02"," 015","EL CEREZO"," 28",13,8
" 02"," 015","EL CEREZO"," 29",10,7
" 02"," 015","EL CEREZO"," 30",11,11
" 02"," 015","EL CEREZO"," 31",4,5
" 02"," 015","EL CEREZO"," 32",6,19
" 02"," 015","EL CEREZO"," 33",8,14
" 02"," 015","EL CEREZO"," 34",9,15
" 02"," 015","EL CEREZO"," 35",14,14
" 02"," 015","EL CEREZO"," 36",10,10
" 02"," 015","EL CEREZO"," 37",10,15
" 02"," 015","EL CEREZO"," 38",16,14
" 02"," 015","EL CEREZO"," 39",8,8
" 02"," 015","EL CEREZO"," 40",16,12
" 02"," 015","EL CEREZO"," 41",6,11
" 02"," 015","EL CEREZO"," 42",6,13
" 02"," 015","EL CEREZO"," 43",7,9
" 02"," 015","EL CEREZO"," 44",13,14
" 02"," 015","EL CEREZO"," 45",7,5
" 02"," 015","EL CEREZO"," 46",7,11
" 02"," 015","EL CEREZO"," 47",7,8
" 02"," 015","EL CEREZO"," 48",10,9
" 02"," 015","EL CEREZO"," 49",8,5
" 02"," 015","EL CEREZO"," 50",8,9
" 02"," 015","EL CEREZO"," 51",3,5
" 02"," 015","EL CEREZO"," 52",6,10
" 02"," 015","EL CEREZO"," 53",1,10
" 02"," 015","EL CEREZO"," 54",6,5
" 02"," 015","EL CEREZO"," 55",6,6
" 02"," 015","EL CEREZO"," 56",7,5
" 02"," 015","EL CEREZO"," 57",5,5
" 02"," 015","EL CEREZO"," 58",6,4
" 02"," 015","EL CEREZO"," 59",3,1
" 02"," 015","EL CEREZO"," 60",8,4
" 02"," 015","EL CEREZO"," 61",3,2
" 02"," 015","EL CEREZO"," 62",4,4
" 02"," 015","EL CEREZO"," 63",3,7
" 02"," 015","EL CEREZO"," 64",5,6
" 02"," 015","EL CEREZO"," 65",4,4
" 02"," 015","EL CEREZO"," 66",7,0
" 02"," 015","EL CEREZO"," 67",4,8
" 02"," 015","EL CEREZO"," 68",4,10
" 02"," 015","EL CEREZO"," 69",3,5
" 02"," 015","EL CEREZO"," 70",3,5
" 02"," 015","EL CEREZO"," 71",6,12
" 02"," 015","EL CEREZO"," 72",6,8
" 02"," 015","EL CEREZO"," 73",6,5
" 02"," 015","EL CEREZO"," 74",6,4
" 02"," 015","EL CEREZO"," 75",3,3
" 02"," 015","EL CEREZO"," 76",2,7
" 02"," 015","EL CEREZO"," 77",3,3
" 02"," 015","EL CEREZO"," 78",4,4
" 02"," 015","EL CEREZO"," 79",3,5
" 02"," 015","EL CEREZO"," 80",3,6
" 02"," 015","EL CEREZO"," 81",1,2
" 02"," 015","EL CEREZO"," 82",3,3
" 02"," 015","EL CEREZO"," 83",6,5
" 02"," 015","EL CEREZO"," 84",4,1
" 02"," 015","EL CEREZO"," 85",0,4
" 02"," 015","EL CEREZO"," 86",3,3
" 02"," 015","EL CEREZO"," 87",1,3
" 02"," 015","EL CEREZO"," 88",1,2
" 02"," 015","EL CEREZO"," 89",0,1
" 02"," 015","EL CEREZO","90 y más años",2,4
" 02"," 016","LAS AVENIDAS"," 00",5,4
" 02"," 016","LAS AVENIDAS"," 01",10,6
" 02"," 016","LAS AVENIDAS"," 02",5,10
" 02"," 016","LAS AVENIDAS"," 03",3,8
" 02"," 016","LAS AVENIDAS"," 04",11,8
" 02"," 016","LAS AVENIDAS"," 05",9,2
" 02"," 016","LAS AVENIDAS"," 06",7,6
" 02"," 016","LAS AVENIDAS"," 07",5,3
" 02"," 016","LAS AVENIDAS"," 08",4,6
" 02"," 016","LAS AVENIDAS"," 09",3,5
" 02"," 016","LAS AVENIDAS"," 10",6,5
" 02"," 016","LAS AVENIDAS"," 11",7,5
" 02"," 016","LAS AVENIDAS"," 12",5,3
" 02"," 016","LAS AVENIDAS"," 13",6,2
" 02"," 016","LAS AVENIDAS"," 14",2,2
" 02"," 016","LAS AVENIDAS"," 15",1,2
" 02"," 016","LAS AVENIDAS"," 16",6,1
" 02"," 016","LAS AVENIDAS"," 17",3,5
" 02"," 016","LAS AVENIDAS"," 18",5,5
" 02"," 016","LAS AVENIDAS"," 19",1,4
" 02"," 016","LAS AVENIDAS"," 20",2,5
" 02"," 016","LAS AVENIDAS"," 21",6,5
" 02"," 016","LAS AVENIDAS"," 22",2,6
" 02"," 016","LAS AVENIDAS"," 23",3,3
" 02"," 016","LAS AVENIDAS"," 24",4,3
" 02"," 016","LAS AVENIDAS"," 25",5,3
" 02"," 016","LAS AVENIDAS"," 26",6,7
" 02"," 016","LAS AVENIDAS"," 27",7,6
" 02"," 016","LAS AVENIDAS"," 28",3,3
" 02"," 016","LAS AVENIDAS"," 29",5,7
" 02"," 016","LAS AVENIDAS"," 30",2,8
" 02"," 016","LAS AVENIDAS"," 31",4,7
" 02"," 016","LAS AVENIDAS"," 32",15,7
" 02"," 016","LAS AVENIDAS"," 33",12,17
" 02"," 016","LAS AVENIDAS"," 34",13,17
" 02"," 016","LAS AVENIDAS"," 35",12,10
" 02"," 016","LAS AVENIDAS"," 36",17,14
" 02"," 016","LAS AVENIDAS"," 37",14,13
" 02"," 016","LAS AVENIDAS"," 38",19,18
" 02"," 016","LAS AVENIDAS"," 39",15,11
" 02"," 016","LAS AVENIDAS"," 40",12,14
" 02"," 016","LAS AVENIDAS"," 41",9,9
" 02"," 016","LAS AVENIDAS"," 42",6,16
" 02"," 016","LAS AVENIDAS"," 43",16,17
" 02"," 016","LAS AVENIDAS"," 44",9,7
" 02"," 016","LAS AVENIDAS"," 45",11,9
" 02"," 016","LAS AVENIDAS"," 46",3,1
" 02"," 016","LAS AVENIDAS"," 47",4,9
" 02"," 016","LAS AVENIDAS"," 48",9,6
" 02"," 016","LAS AVENIDAS"," 49",5,4
" 02"," 016","LAS AVENIDAS"," 50",9,8
" 02"," 016","LAS AVENIDAS"," 51",3,5
" 02"," 016","LAS AVENIDAS"," 52",8,6
" 02"," 016","LAS AVENIDAS"," 53",4,7
" 02"," 016","LAS AVENIDAS"," 54",3,3
" 02"," 016","LAS AVENIDAS"," 55",5,4
" 02"," 016","LAS AVENIDAS"," 56",5,4
" 02"," 016","LAS AVENIDAS"," 57",5,3
" 02"," 016","LAS AVENIDAS"," 58",4,7
" 02"," 016","LAS AVENIDAS"," 59",3,2
" 02"," 016","LAS AVENIDAS"," 60",3,5
" 02"," 016","LAS AVENIDAS"," 61",3,5
" 02"," 016","LAS AVENIDAS"," 62",3,4
" 02"," 016","LAS AVENIDAS"," 63",3,3
" 02"," 016","LAS AVENIDAS"," 64",5,5
" 02"," 016","LAS AVENIDAS"," 65",2,6
" 02"," 016","LAS AVENIDAS"," 66",2,6
" 02"," 016","LAS AVENIDAS"," 67",2,3
" 02"," 016","LAS AVENIDAS"," 68",6,7
" 02"," 016","LAS AVENIDAS"," 69",3,6
" 02"," 016","LAS AVENIDAS"," 70",4,6
" 02"," 016","LAS AVENIDAS"," 71",4,9
" 02"," 016","LAS AVENIDAS"," 72",5,3
" 02"," 016","LAS AVENIDAS"," 73",3,7
" 02"," 016","LAS AVENIDAS"," 74",4,2
" 02"," 016","LAS AVENIDAS"," 75",8,9
" 02"," 016","LAS AVENIDAS"," 76",7,4
" 02"," 016","LAS AVENIDAS"," 77",4,4
" 02"," 016","LAS AVENIDAS"," 78",3,3
" 02"," 016","LAS AVENIDAS"," 79",3,1
" 02"," 016","LAS AVENIDAS"," 80",3,8
" 02"," 016","LAS AVENIDAS"," 81",2,1
" 02"," 016","LAS AVENIDAS"," 82",2,5
" 02"," 016","LAS AVENIDAS"," 83",1,4
" 02"," 016","LAS AVENIDAS"," 84",2,3
" 02"," 016","LAS AVENIDAS"," 85",1,4
" 02"," 016","LAS AVENIDAS"," 86",1,2
" 02"," 016","LAS AVENIDAS"," 87",0,2
" 02"," 016","LAS AVENIDAS"," 88",0,3
" 02"," 016","LAS AVENIDAS","90 y más años",1,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 00",4,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 01",2,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 02",5,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 03",2,2
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 04",5,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 05",7,1
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 06",3,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 07",4,6
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 08",5,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 09",5,9
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 10",5,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 11",3,6
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 12",5,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 13",2,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 14",1,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 15",3,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 16",3,1
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 17",5,1
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 18",3,2
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 19",4,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 20",6,0
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 21",3,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 22",5,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 23",5,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 24",0,2
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 25",8,6
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 26",6,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 27",11,1
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 28",1,6
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 29",3,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 30",8,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 31",8,10
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 32",4,9
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 33",9,6
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 34",6,15
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 35",5,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 36",5,14
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 37",11,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 38",9,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 39",4,6
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 40",4,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 41",11,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 42",9,10
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 43",13,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 44",10,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 45",11,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 46",8,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 47",11,9
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 48",7,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 49",8,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 50",10,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 51",5,9
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 52",10,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 53",6,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 54",4,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 55",5,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 56",7,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 57",6,2
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 58",5,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 59",2,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 60",2,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 61",2,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 62",4,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 63",1,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 64",3,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 65",3,9
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 66",2,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 67",1,9
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 68",1,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 69",2,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 70",4,9
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 71",6,6
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 72",9,15
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 73",7,13
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 74",9,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 75",7,10
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 76",10,10
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 77",4,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 78",3,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 79",5,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 80",5,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 81",2,11
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 82",1,3
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 83",4,7
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 84",2,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 85",2,5
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 86",3,4
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 87",1,8
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 88",0,1
" 02"," 017","LA PAZ-LAS GOLONDRINAS"," 89",1,1
" 02"," 017","LA PAZ-LAS GOLONDRINAS","90 y más años",0,8
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 00",2,0
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 01",6,3
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 02",2,0
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 03",3,5
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 04",7,6
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 05",3,2
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 06",4,0
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 07",6,4
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 08",2,1
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 09",5,5
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 10",1,1
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 11",0,1
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 12",6,2
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 13",1,3
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 14",3,1
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 15",3,3
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 16",5,3
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 17",3,4
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 18",7,7
" 02"," 018","LOS PRINCIPES-LA FONTANILLA"," 19",4,6
