LÍNEA,NOMBRE LÍNEA,DESTINO SECCIÓN,NODO,NOMBRE PARADA,LATITUD_WS84,LONGITUD_WS84
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,257,Avenida San Lázaro (Doctor Morote),37.41114,-5.98342371
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,225,Trabaj. Inmigrantes(Doctor Fedriani),37.4123154,-5.98237371
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,218,Trabaj. Inmigrantes (Diego Puerta),37.4110374,-5.98090744
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,253,Trabaj. Inmigrantes (Los Romeros),37.4084663,-5.97980261
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,47,Madreselva,37.4070168,-5.979545
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,48,Doctor Jiménez Díaz,37.4048347,-5.980532
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,49,Avenida La Cruz Roja (Antonio Machín),37.402874,-5.98139334
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,50,Avenida La Cruz Roja (Clínica),37.4006462,-5.98252773
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,21,Ronda de Capuchinos (La Trinidad),37.39768,-5.981503
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,785,María Auxiliadora (Puerta Osario),37.3941536,-5.983861
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,889,Recaredo (San Roque),37.39125,-5.98423672
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,2,Menéndez Pelayo (Puerta Carmona),37.38837,-5.9849925
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,3,Menéndez Pelayo (Puerta de La Carne),37.3861542,-5.98601961
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,987,Avenida Carlos V (Prado San Sebastián),37.3803444,-5.985953
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,53,Avenida La Borbolla (Capitanía),37.3774147,-5.98424435
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,54,Avenida La Borbolla (Montevideo),37.3742943,-5.98542166
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,55,Avenida La Borbolla (Plaza América),37.3723564,-5.98561764
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,56,Manuel Siurot (Edificio La Estrella),37.3676,-5.985317
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,57,Manuel Siurot (Cardenal Ilundain),37.3642159,-5.983418
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,58,Manuel Siurot (Hospital V.Rocio),37.3612862,-5.981879
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,574,Manuel Siurot (Francisco Murillo),37.359478,-5.98084068
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,59,Manuel Siurot (Carretera Su Eminencia),37.3574,-5.97977
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,1007,Ctra. Su Eminencia (Castillo de Marcheni,37.35654,-5.97569656
1,Pgno.Norte-Glorieta Plus Ultra,HOSPITAL V.ROCIO,430,Glorieta Plus Ultra,37.35699,-5.98031759
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,430,Glorieta Plus Ultra,37.35699,-5.98031759
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,566,Manuel Siurot (Rafael Salgado),37.3591766,-5.98063135
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,154,Manuel Siurot (Hospital V.Rocio),37.3610725,-5.981739
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,64,Manuel Siurot (Gustavo Gallardo),37.36523,-5.983751
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,65,Manuel Siurot (Edificio La Estrella),37.3674927,-5.98505449
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,66,Avenida La Borbolla (Felipe Ii),37.37235,-5.985392
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,67,Avenida La Borbolla (Montevideo),37.3742,-5.98521
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,68,Avda. La Borbolla (Dr. Pedro de Castro),37.3791,-5.9833
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,80,Prado San Sebastián (Carlos V,37.38067,-5.98674965
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,42,Menéndez Pelayo (Puerta de La Carne),37.3865166,-5.98555326
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,43,Menéndez Pelayo (Puerta Carmona),37.3896637,-5.984266
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,888,Recaredo (San Roque),37.3915443,-5.98412371
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,22,María Auxiliadora (Puerta Osario),37.3944931,-5.98359537
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,71,Avenida Miraflores (San Juan Bosco),37.39889,-5.98124552
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,72,Avenida Miraflores (Retiro Obrero),37.40166,-5.978467
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,73,Av. Miraflores (Sta. María de Ordás),37.4036446,-5.976589
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,110,Ronda de Pío XII (Avenida Pino Montano),37.40592,-5.97594833
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,836,Ronda de Pío XII (Begoña),37.4071541,-5.97825241
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,111,Sor Francisca Dorotea (Hdad. Trabajo),37.40734,-5.981036
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,256,Avenida San Lázaro (Los Romeros),37.4093475,-5.983
1,Pgno.Norte-Glorieta Plus Ultra,POLIGONO NORTE,257,Avenida San Lázaro (Doctor Morote),37.41114,-5.98342371
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,930,Resolana (Barqueta),37.4036942,-5.9940505
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,18,Resolana (Feria),37.40335,-5.99221849
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,238,San Juan de Ribera (Macarena),37.40355,-5.98723745
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,239,San Juan de Ribera (Policlínico),37.40543,-5.986315
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,77,Doctor Leal Castaños (Huerta del Carmen),37.4072762,-5.9841423
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,78,Sor Francisca Dorotea (Bda. La Barzola),37.4073029,-5.98078442
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,79,Ronda de Pío XII (Madreselva),37.4066658,-5.97769976
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,842,Avenida Llanes (Miraflores),37.4049873,-5.974567
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,847,Avenida Llanes (Carretera Carmona),37.4032364,-5.9712677
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,712,Alcalde Manuel del Valle (Ctra. Carmona),37.4016037,-5.969449
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,713,Alcalde Manuel del Valle (Hespérides),37.3994,-5.969095
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,819,Alcalde Manuel del Valle (Kansas City),37.39712,-5.96668673
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,567,Éfeso (Avenida Soleá),37.3948631,-5.963838
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,725,Ada (Tarso),37.3933,-5.962288
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,568,Ada (Avenida Montes Sierra),37.3912,-5.959756
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,460,Avenida Utrera Molina (Los Arcos),37.38876,-5.95940161
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,689,Rda. Tamarguillo (Alejandro Collantes),37.38437,-5.959858
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,691,Rda. Tamarguillo (Marqués de Pickman),37.3813248,-5.960308
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,693,Rda. Tamarguillo (Francisco Buendía),37.3763542,-5.96169233
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,695,Ronda del Tamarguillo (Ramón y Cajal),37.3729248,-5.96515751
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,697,Rda. Tamarguillo (Av. de La Paz),37.37036,-5.96822071
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,367,Poeta Manuel Benítez (Avda. de La Paz),37.3686256,-5.97048473
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,369,Poeta Manuel Benítez (Rda. La Oliva),37.366066,-5.97180939
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,861,Poeta Manuel Benítez (P. González Abato),37.3634644,-5.9739337
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,862,Marqués Luca de Tena (Virgen del Rocío),37.3621063,-5.9768095
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,864,Marqués Luca de Tena (Hospital V.Rocio),37.360733,-5.98049974
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,60,Padre G. Tejero (Est. Benito Villamarín),37.35723,-5.982828
2,Barqueta-Glorieta Heliopolis,HELIOPOLIS   ,158,Glorieta Alcalde Parias Merry,37.3558578,-5.98677635
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,158,Glorieta Alcalde Parias Merry,37.3558578,-5.98677635
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,687,Padre G. Tejero (Est. Benito Villamarín),37.35722,-5.982356
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,654,Marqués Luca de Tena (Hospital V.Rocio),37.3605728,-5.98054266
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,863,Marqués Luca de Tena (Virgen del Rocío),37.3620071,-5.976659
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,867,Poeta Benítez Carrasco (Ronda La Oliva),37.3635178,-5.9736495
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,377,Poeta Benítez Carrasco (Pacífico),37.3656464,-5.971901
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,880,Poeta Benítez Carrasco (Avenida La Paz),37.36857,-5.969546
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,696,Ronda del Tamarguillo (Hytasa),37.3707542,-5.967486
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,694,Ronda del Tamarguillo (Cerro del Águila),37.37397,-5.963795
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,692,Rda. Tamarguillo (Plaza Ruperto Chapí),37.3775024,-5.96056557
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,690,Rda. Tamarguillo (Federico Mayo Gayarre),37.3814964,-5.96005058
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,665,Rda. Tamarguillo (Alejandro Collantes),37.38432,-5.95973444
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,452,Avenida Utrera Molina (Los Arcos),37.3878555,-5.958613
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,570,Ada (Avenida Montes Sierra),37.39164,-5.9597826
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,724,Ada (Jerusalén),37.39283,-5.96127939
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,717,Éfeso (Palacio de deportes),37.3957672,-5.964632
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,715,Alcalde Manuel del Valle (Kansas City),37.3973427,-5.966413
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,714,Alc. M.  del Valle (Baltasar de Alcázar),37.3997574,-5.96910572
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,845,Avenida Llanes (Carretera Carmona),37.4032669,-5.971059
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,843,Avenida Llanes (Cisneo Alto),37.40484,-5.97392845
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,110,Ronda de Pío XII (Avenida Pino Montano),37.40592,-5.97594833
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,836,Ronda de Pío XII (Begoña),37.4071541,-5.97825241
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,111,Sor Francisca Dorotea (Hdad. Trabajo),37.40734,-5.981036
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,275,Dr. Leal Castaños (Avda. San Lázaro),37.40735,-5.983697
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,112,San Juan de Ribera (Policlínico),37.4055328,-5.98673344
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,28,Parlamento de Andalucía (Macarena),37.4032669,-5.988246
2,Barqueta-Glorieta Heliopolis,BARQUETA    ,930,Resolana (Barqueta),37.4036942,-5.9940505
3,Bellavista - Pino Montano,PINO MONTANO,986,Ctra. Isla Menor (Inst. La Grasa),37.3142624,-5.97096348
3,Bellavista - Pino Montano,PINO MONTANO,515,Avda. Bellavista (Nueva Bellavista),37.3159752,-5.96895552
3,Bellavista - Pino Montano,PINO MONTANO,529,Avenida Bellavista (Hospital de Valme),37.3189964,-5.96849442
3,Bellavista - Pino Montano,PINO MONTANO,516,Avenida Bellavista (Miguel Ángel),37.32107,-5.96849442
3,Bellavista - Pino Montano,PINO MONTANO,879,Avda. Bellavista (Asencio y Toledo),37.3244743,-5.96853733
3,Bellavista - Pino Montano,PINO MONTANO,511,Avda. Bellavista (Venta Antequera),37.3275566,-5.96886969
3,Bellavista - Pino Montano,PINO MONTANO,764,Glorieta Presos de Los Merinales,37.3295174,-5.967808
3,Bellavista - Pino Montano,PINO MONTANO,528,Avda. Jerez (Jardines de Hércules),37.3318138,-5.968419
3,Bellavista - Pino Montano,PINO MONTANO,517,Avda. Jerez (Uralita),37.3336372,-5.969063
3,Bellavista - Pino Montano,PINO MONTANO,1012,Av. Jerez (P.I. Pineda),37.33595,-5.96965361
3,Bellavista - Pino Montano,PINO MONTANO,901,Glta. Letonia (Sta.M. de La Cabeza),37.346653,-5.975361
3,Bellavista - Pino Montano,PINO MONTANO,823,Avda. Alemania (Estrasburgo),37.3461,-5.978075
3,Bellavista - Pino Montano,PINO MONTANO,849,Paseo de Europa (Lyon),37.3480263,-5.979706
3,Bellavista - Pino Montano,PINO MONTANO,814,Avenida Italia (Ciudad deportiva),37.3513031,-5.980564
3,Bellavista - Pino Montano,PINO MONTANO,811,Avenida Holanda (Paraná),37.3543625,-5.98170137
3,Bellavista - Pino Montano,PINO MONTANO,797,Dr. Fleming (Est. Benito Villamarín),37.35637,-5.9834075
3,Bellavista - Pino Montano,PINO MONTANO,61,Reina Mercedes (Gta. Alc. Parias Merry),37.3563766,-5.98641157
3,Bellavista - Pino Montano,PINO MONTANO,62,Reina Mercedes (E.S.I. Informática),37.35873,-5.986283
3,Bellavista - Pino Montano,PINO MONTANO,63,Reina Mercedes (Escuela de Arquitectura),37.36181,-5.986143
3,Bellavista - Pino Montano,PINO MONTANO,208,Sor Gregoria Santa Teresa,37.36442,-5.987318
3,Bellavista - Pino Montano,PINO MONTANO,872,La Palmera (Bueno Monreal),37.3674278,-5.986519
3,Bellavista - Pino Montano,PINO MONTANO,209,Paseo Las delicias (Glorieta Méjico),37.37014,-5.988246
3,Bellavista - Pino Montano,PINO MONTANO,210,Paseo Las delicias (Glta. Marineros),37.374115,-5.990649
3,Bellavista - Pino Montano,PINO MONTANO,660,Paseo de delicias (Pabellón de Uruguay),37.3773232,-5.99265575
3,Bellavista - Pino Montano,PINO MONTANO,554,Paseo Colon (Jardines Cristina),37.3816,-5.995263
3,Bellavista - Pino Montano,PINO MONTANO,606,Paseo Colon (Teatro Maestranza),37.3835678,-5.99701166
3,Bellavista - Pino Montano,PINO MONTANO,532,Paseo de Colón (Plaza de Toros),37.38547,-5.999171
3,Bellavista - Pino Montano,PINO MONTANO,556,Marques de Paradas,37.3889656,-6.0007453
3,Bellavista - Pino Montano,PINO MONTANO,688,Torneo (Estacion Plaza de Armas),37.39115,-6.002848
3,Bellavista - Pino Montano,PINO MONTANO,747,Torneo (San Laureano),37.3940048,-6.003508
3,Bellavista - Pino Montano,PINO MONTANO,15,Torneo (Baños),37.39629,-6.001936
3,Bellavista - Pino Montano,PINO MONTANO,780,Torneo (San Lorenzo),37.3979874,-6.0006566
3,Bellavista - Pino Montano,PINO MONTANO,16,Torneo (Puerta de San Juan),37.4008026,-5.99810076
3,Bellavista - Pino Montano,PINO MONTANO,832,Concejal Jiménez Becerril (Barqueta),37.4044647,-5.99486876
3,Bellavista - Pino Montano,PINO MONTANO,766,Avda. Jiménez Becerril (F. Odontología),37.4072037,-5.99281
3,Bellavista - Pino Montano,PINO MONTANO,778,Concejal Jiménez Becerril (José Díaz),37.4101257,-5.99052143
3,Bellavista - Pino Montano,PINO MONTANO,831,Concej. Jiménez Becerril (Gta. Olímpica),37.4122162,-5.98910236
3,Bellavista - Pino Montano,PINO MONTANO,539,José Galán Merino (La Bachillera),37.4150543,-5.987801
3,Bellavista - Pino Montano,PINO MONTANO,853,José Galán Merino (Cantina),37.4204826,-5.987098
3,Bellavista - Pino Montano,PINO MONTANO,232,José Galán Merino (Alcalá del Rio),37.4219475,-5.987377
3,Bellavista - Pino Montano,PINO MONTANO,322,José Galán Merino (Larache),37.4247742,-5.98798847
3,Bellavista - Pino Montano,PINO MONTANO,11,José Galán Merino (Papachina),37.42695,-5.986798
3,Bellavista - Pino Montano,PINO MONTANO,14,Navarra (Larache),37.4252853,-5.98551035
3,Bellavista - Pino Montano,PINO MONTANO,93,Cataluña (Parroquia San Jeronimo),37.42436,-5.9835577
3,Bellavista - Pino Montano,PINO MONTANO,804,Medina y Galnares (Pol.Ind. S. Jeronimo),37.4271431,-5.981519
3,Bellavista - Pino Montano,PINO MONTANO,363,Medina y Galnares (frt. Centro Salud),37.43045,-5.980468
3,Bellavista - Pino Montano,PINO MONTANO,589,M. Romero Martinez (Tanatorio),37.4312248,-5.97891235
3,Bellavista - Pino Montano,PINO MONTANO,597,Biologia (frente El Higueron),37.43034,-5.97711
3,Bellavista - Pino Montano,PINO MONTANO,518,Astronomía (Zoología),37.42706,-5.9774313
3,Bellavista - Pino Montano,PINO MONTANO,442,Gta. Oceanografica. (Parque Emp. Torneo),37.4258156,-5.97337627
3,Bellavista - Pino Montano,PINO MONTANO,941,Estrella Betelgueuse(Glta.Oceanografica),37.4252968,-5.97201347
3,Bellavista - Pino Montano,PINO MONTANO,946,Estrella Canopus,37.423378,-5.97088671
3,Bellavista - Pino Montano,PINO MONTANO,970,Camino de Los Toros (Corral del Moro),37.4215279,-5.97085476
3,Bellavista - Pino Montano,PINO MONTANO,974,Camino de Los Toros (Mar de Alborán),37.42089,-5.9689126
3,Bellavista - Pino Montano,PINO MONTANO,762,Agricultores (Sembradores),37.4220734,-5.96686363
3,Bellavista - Pino Montano,PINO MONTANO,961,Estrella Betelgeuse (Agricultores),37.4237175,-5.966842
3,Bellavista - Pino Montano,PINO MONTANO,969,Estrella Betelgeuse (Estrella Canopus),37.4244957,-5.9691596
3,Bellavista - Pino Montano,PINO MONTANO,560,Gta. Oceanográfica (Parque Emp. Torneo),37.42596,-5.973172
3,Bellavista - Pino Montano,BELLAVISTA,560,Gta. Oceanográfica (Parque Emp. Torneo),37.42596,-5.973172
3,Bellavista - Pino Montano,BELLAVISTA,541,Astronomía (Zoología),37.4272537,-5.97710943
3,Bellavista - Pino Montano,BELLAVISTA,543,Biología (El Higuerón),37.43062,-5.97640133
3,Bellavista - Pino Montano,BELLAVISTA,544,M. Romero Martínez (Tanatorio),37.4313545,-5.97899771
3,Bellavista - Pino Montano,BELLAVISTA,104,Medina y Galnares (Apead. San Jerónimo),37.4316,-5.980339
3,Bellavista - Pino Montano,BELLAVISTA,240,Medina y Galnares (Ambulatorio),37.4303627,-5.98077869
3,Bellavista - Pino Montano,BELLAVISTA,997,Medina y Galnares (Calamar),37.42883,-5.98130465
3,Bellavista - Pino Montano,BELLAVISTA,241,Medina y Galnares (Carpa),37.4271278,-5.98186255
3,Bellavista - Pino Montano,BELLAVISTA,242,Medina y Galnares (Cataluña),37.42505,-5.982592
3,Bellavista - Pino Montano,BELLAVISTA,545,Cataluña (Valencia),37.4245033,-5.98336458
3,Bellavista - Pino Montano,BELLAVISTA,767,Navarra (Corvina),37.4257622,-5.985532
3,Bellavista - Pino Montano,BELLAVISTA,546,José Galán Merino (Larache),37.4248161,-5.98845
3,Bellavista - Pino Montano,BELLAVISTA,551,Alcalá del Río (Marruecos),37.4217339,-5.985961
3,Bellavista - Pino Montano,BELLAVISTA,538,Traviesa (Tren Changai),37.4203453,-5.98564959
3,Bellavista - Pino Montano,BELLAVISTA,552,Traviesa (Avd. San Jerónimo),37.4185143,-5.985639
3,Bellavista - Pino Montano,BELLAVISTA,540,Avda. San Jerónimo (La Bachillera),37.4149857,-5.987479
3,Bellavista - Pino Montano,BELLAVISTA,228,Concej. Jiménez Becerril (Gta. Olimpica),37.4117126,-5.98976946
3,Bellavista - Pino Montano,BELLAVISTA,796,Concejal Jiménez Becerril (José Díaz),37.40873,-5.99189949
3,Bellavista - Pino Montano,BELLAVISTA,803,Avda. Jiménez Becerril (F. Odontología),37.40698,-5.99321365
3,Bellavista - Pino Montano,BELLAVISTA,834,Concejal Jiménez Becerril (Barqueta),37.4044762,-5.9952693
3,Bellavista - Pino Montano,BELLAVISTA,29,Torneo (Puerta de San Juan),37.40085,-5.99855375
3,Bellavista - Pino Montano,BELLAVISTA,781,Torneo (San Lorenzo),37.3980675,-6.001153
3,Bellavista - Pino Montano,BELLAVISTA,30,Torneo (Baños),37.3960571,-6.00259066
3,Bellavista - Pino Montano,BELLAVISTA,745,Torneo (San Laureano),37.3934746,-6.003964
3,Bellavista - Pino Montano,BELLAVISTA,829,Torneo (Estacion Plza de Armas),37.3911438,-6.00310564
3,Bellavista - Pino Montano,BELLAVISTA,779,Arjona (Puente de Triana),37.3876076,-6.00188255
3,Bellavista - Pino Montano,BELLAVISTA,777,Paseo Cristóbal Colón (Plaza de Toros),37.38502,-5.998999
3,Bellavista - Pino Montano,BELLAVISTA,775,Paseo Cristóbal Colón (Dos de Mayo),37.38367,-5.997194
3,Bellavista - Pino Montano,BELLAVISTA,481,Paseo Colon (Torre del Oro),37.38152,-5.99541044
3,Bellavista - Pino Montano,BELLAVISTA,205,Paseo Las delicias (Pab. de Guatemala),37.3742828,-5.99107838
3,Bellavista - Pino Montano,BELLAVISTA,206,Paseo Las delicias (Glorieta Méjico),37.369915,-5.98838043
3,Bellavista - Pino Montano,BELLAVISTA,873,La Palmera (Bueno Monreal),37.3673,-5.98677635
3,Bellavista - Pino Montano,BELLAVISTA,207,Sor Gregoria Santa Teresa,37.3653526,-5.987398
3,Bellavista - Pino Montano,BELLAVISTA,156,Reina Mercedes (Escuela de Aparejadores),37.36109,-5.98636866
3,Bellavista - Pino Montano,BELLAVISTA,157,Reina Mercedes (E.S.I. Informática),37.35839,-5.98654032
3,Bellavista - Pino Montano,BELLAVISTA,976,Reina Mercedes (Glta. Alc. Parias Merry),37.35636,-5.98660469
3,Bellavista - Pino Montano,BELLAVISTA,753,Dr. Fleming (Est. Benito Villamarín),37.3564377,-5.98364353
3,Bellavista - Pino Montano,BELLAVISTA,802,Avenida Holanda (Paraná),37.3544922,-5.981927
3,Bellavista - Pino Montano,BELLAVISTA,812,Avenida Italia (Ciudad deportiva),37.3511276,-5.98108864
3,Bellavista - Pino Montano,BELLAVISTA,477,Paseo de Europa (Bolonia),37.3479729,-5.98039
3,Bellavista - Pino Montano,BELLAVISTA,478,Alemania. Avda. (Paseo de Europa),37.34567,-5.97944164
3,Bellavista - Pino Montano,BELLAVISTA,822,Glta. Letonia (C.Salud Bermejales),37.3460732,-5.975747
3,Bellavista - Pino Montano,BELLAVISTA,807,Avda. Jerez (Hospital Fremap),37.343338,-5.97415924
3,Bellavista - Pino Montano,BELLAVISTA,506,Avda. Jerez (Uralita),37.3342,-5.96963167
3,Bellavista - Pino Montano,BELLAVISTA,507,Avda. Jerez (Italica Isabelina),37.3318024,-5.968752
3,Bellavista - Pino Montano,BELLAVISTA,534,Avda. Bellavista (Edif. Vistabella),37.3287163,-5.96871948
3,Bellavista - Pino Montano,BELLAVISTA,508,Avda. Bellavista (Eduardo Miura),37.326786,-5.96943855
3,Bellavista - Pino Montano,BELLAVISTA,512,Avda. Bellavista (Asencio y Toledo),37.3241577,-5.968784
3,Bellavista - Pino Montano,BELLAVISTA,513,Avda. Bellavista (Colegio Lora Tamayo),37.32112,-5.968827
3,Bellavista - Pino Montano,BELLAVISTA,535,Avenida Bellavista (Hospital de Valme),37.31881,-5.969074
3,Bellavista - Pino Montano,BELLAVISTA,514,Avda. Bellavista (Nueva Bellavista),37.3158073,-5.969406
3,Bellavista - Pino Montano,BELLAVISTA,986,Ctra. Isla Menor (Inst. La Grasa),37.3142624,-5.97096348
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,932,Jiménez de Quesada (Puerta Triana),37.3908272,-6.010101
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,771,Ronda Triana (C.D. Álvarez Gordón),37.3884277,-6.010664
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,619,Ronda de Triana (Manuel Arellano),37.3852272,-6.011297
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,769,Ronda de Triana (San Vicente de Paúl),37.3827133,-6.010519
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,958,López de Gomara (San Martín de Porres),37.3798676,-6.00875425
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,180,López de Gomara (Instituto Bécquer),37.37806,-6.00729
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,181,República Argentina (Virgen de África),37.3766365,-6.003964
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,182,Avda. República Argentina (Calle Arcos),37.37808,-6.001292
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,183,República Argentina (Plaza de Cuba),37.37915,-5.99929667
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,184,Puerta Jerez,37.3797569,-5.991626
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,501,Avenida del Cid (Facultad de derecho),37.38008,-5.988675
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,903,Menéndez Pelayo (Juzgados),37.3823738,-5.98767757
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,591,Menéndez Pelayo (Diputación),37.3844872,-5.986669
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,301,Eduardo Dato (San Bernardo),37.3843269,-5.98214149
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,302,Eduardo Dato (Colegio Porta Coeli),37.3834419,-5.97670174
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,189,Eduardo Dato (Estadio Sánchez Pizjuán),37.382576,-5.97231531
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,190,Eduardo Dato (San Juan de Dios),37.38189,-5.968709
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,526,Gran Plaza,37.38129,-5.965222
5,Puerta Triana-Santa Aurelia,SANTA AURELIA,96,Marqués de Pickman (Mercado),37.38121,-5.96313524
